sku,name,brand,silo,level,category,surface,price,color,sizes,description,badge,angle1 (main),angle2,angle3,angle4,angle5,angle6
GK-CMP-035,Adidas F50 League IN #71,Adidas,Velocidade,Club,Chuteiras,IN,8900,Phantom / Gold,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Club desenhada para tração elite e controlo superior no relvado IN. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-035-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-035-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-035-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-035-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-035-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-035-6.png
GK-CMP-036,New Balance Tekela V4 Pro IN #72,New Balance,Controlo,Pro,Chuteiras,IN,4500,Navy / Volt,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Pro desenhada para tração elite e controlo superior no relvado IN. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-036-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-036-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-036-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-036-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-036-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-036-6.png
GK-CMP-037,Adidas F50 League SG #73,Adidas,Velocidade,Academy,Chuteiras,SG,19200,Volt / Silver,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Academy desenhada para tração elite e controlo superior no relvado SG. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-037-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-037-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-037-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-037-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-037-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-037-6.png
GK-CMP-038,Adidas Predator Elite HG #74,Adidas,Precisão,Elite,Chuteiras,HG,8900,Triple Black,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Elite desenhada para tração elite e controlo superior no relvado HG. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-038-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-038-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-038-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-038-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-038-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-038-6.png
GK-CMP-039,Mizuno Morelia Neo IV HG #78,Mizuno,Clássico,Academy,Chuteiras,HG,4500,Crimson / Bone,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Academy desenhada para tração elite e controlo superior no relvado HG. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-039-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-039-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-039-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-039-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-039-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-039-6.png
GK-CMP-040,Adidas Predator Elite AG #80,Adidas,Precisão,Club,Chuteiras,AG,8900,Phantom / Gold,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Club desenhada para tração elite e controlo superior no relvado AG. Tamanhos disponíveis do 35 ao 46.,Edição Especial,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-040-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-040-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-040-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-040-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-040-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-040-6.png
GK-CMP-041,Adidas F50 League AG #85,Adidas,Velocidade,Club,Chuteiras,AG,8900,Crimson / Bone,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Club desenhada para tração elite e controlo superior no relvado AG. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-041-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-041-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-041-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-041-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-041-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-041-6.png
GK-CMP-042,Joma Top Flex Rebound IN #89,Joma,Clássico,Elite,Chuteiras,IN,8900,Triple Black,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Elite desenhada para tração elite e controlo superior no relvado IN. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-042-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-042-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-042-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-042-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-042-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-042-6.png
GK-CMP-043,Joma Top Flex Rebound IN #90,Joma,Clássico,Club,Chuteiras,IN,21500,Navy / Volt,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Club desenhada para tração elite e controlo superior no relvado IN. Tamanhos disponíveis do 35 ao 46.,Edição Especial,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-043-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-043-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-043-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-043-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-043-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-043-6.png
GK-CMP-044,New Balance Tekela V4 Pro AG #93,New Balance,Controlo,Club,Chuteiras,AG,15800,Volt / Silver,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Club desenhada para tração elite e controlo superior no relvado AG. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-044-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-044-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-044-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-044-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-044-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-044-6.png
GK-CMP-045,Mizuno Morelia Neo IV FG #94,Mizuno,Clássico,Club,Chuteiras,FG,8900,White / Gold,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Club desenhada para tração elite e controlo superior no relvado FG. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-045-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-045-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-045-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-045-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-045-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-045-6.png
GK-CMP-046,New Balance Furon V7 Pro FG #95,New Balance,Velocidade,Pro,Chuteiras,FG,19200,Volt / Silver,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Pro desenhada para tração elite e controlo superior no relvado FG. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-046-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-046-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-046-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-046-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-046-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-046-6.png
GK-CMP-047,Nike Mercurial Vapor 16 SG #100,Nike,Velocidade,Elite,Chuteiras,SG,18500,Volt / Silver,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Elite desenhada para tração elite e controlo superior no relvado SG. Tamanhos disponíveis do 35 ao 46.,Edição Especial,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-047-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-047-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-047-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-047-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-047-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-047-6.png
GK-CMP-048,Mizuno Morelia Neo IV AG #101,Mizuno,Clássico,Pro,Chuteiras,AG,15800,Volt / Silver,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Pro desenhada para tração elite e controlo superior no relvado AG. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-048-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-048-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-048-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-048-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-048-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-048-6.png
GK-CMP-049,Mizuno Morelia Neo IV IN #103,Mizuno,Clássico,Academy,Chuteiras,IN,4500,White / Gold,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Academy desenhada para tração elite e controlo superior no relvado IN. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-049-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-049-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-049-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-049-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-049-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-049-6.png
GK-CMP-050,Mizuno Morelia Neo IV HG #108,Mizuno,Clássico,Club,Chuteiras,HG,15800,Black / Gold,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Club desenhada para tração elite e controlo superior no relvado HG. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-050-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-050-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-050-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-050-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-050-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-050-6.png
GK-CMP-051,New Balance Tekela V4 Pro AG #109,New Balance,Controlo,Elite,Chuteiras,AG,8900,Triple Black,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Elite desenhada para tração elite e controlo superior no relvado AG. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-051-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-051-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-051-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-051-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-051-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-051-6.png
GK-CMP-052,Mizuno Morelia Neo IV FG #110,Mizuno,Clássico,Academy,Chuteiras,FG,15800,Black / Gold,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Academy desenhada para tração elite e controlo superior no relvado FG. Tamanhos disponíveis do 35 ao 46.,Edição Especial,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-052-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-052-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-052-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-052-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-052-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-052-6.png
GK-CMP-053,Mizuno Morelia Neo IV IN #111,Mizuno,Clássico,Academy,Chuteiras,IN,6800,Navy / Volt,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Academy desenhada para tração elite e controlo superior no relvado IN. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-053-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-053-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-053-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-053-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-053-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-053-6.png
GK-CMP-054,Joma Top Flex Rebound MG #113,Joma,Clássico,Elite,Chuteiras,MG,8900,Navy / Volt,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Elite desenhada para tração elite e controlo superior no relvado MG. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-054-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-054-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-054-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-054-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-054-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-054-6.png
GK-CMP-055,Nike Phantom GX 2 FG #114,Nike,Controlo,Club,Chuteiras,FG,19200,Phantom / Gold,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Club desenhada para tração elite e controlo superior no relvado FG. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-055-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-055-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-055-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-055-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-055-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-055-6.png
GK-CMP-056,Joma Top Flex Rebound MG #115,Joma,Clássico,Club,Chuteiras,MG,8900,Triple Black,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Club desenhada para tração elite e controlo superior no relvado MG. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-056-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-056-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-056-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-056-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-056-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-056-6.png
GK-CMP-057,Puma Future Ultimate SG #118,Puma,Agilidade,Academy,Chuteiras,SG,8900,Volt / Silver,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Academy desenhada para tração elite e controlo superior no relvado SG. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-057-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-057-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-057-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-057-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-057-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-057-6.png
GK-CMP-058,Joma Top Flex Rebound SG #120,Joma,Clássico,Pro,Chuteiras,SG,8900,Triple Black,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Pro desenhada para tração elite e controlo superior no relvado SG. Tamanhos disponíveis do 35 ao 46.,Edição Especial,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-058-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-058-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-058-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-058-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-058-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-058-6.png
GK-CMP-059,Puma Future Ultimate MG #121,Puma,Agilidade,Elite,Chuteiras,MG,8900,Black / Gold,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Elite desenhada para tração elite e controlo superior no relvado MG. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-059-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-059-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-059-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-059-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-059-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-059-6.png
GK-CMP-060,Puma Future Ultimate IN #123,Puma,Agilidade,Pro,Chuteiras,IN,15800,White / Gold,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Pro desenhada para tração elite e controlo superior no relvado IN. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-060-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-060-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-060-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-060-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-060-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-060-6.png
GK-CMP-061,Mizuno Morelia Neo IV MG #127,Mizuno,Clássico,Academy,Chuteiras,MG,15800,Black / Gold,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Academy desenhada para tração elite e controlo superior no relvado MG. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-061-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-061-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-061-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-061-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-061-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-061-6.png
GK-CMP-062,Mizuno Morelia Neo IV SG #128,Mizuno,Clássico,Club,Chuteiras,SG,4500,Navy / Volt,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Club desenhada para tração elite e controlo superior no relvado SG. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-062-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-062-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-062-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-062-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-062-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-062-6.png
GK-CMP-063,Joma Top Flex Rebound FG #129,Joma,Clássico,Pro,Chuteiras,FG,8900,Triple Black,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Pro desenhada para tração elite e controlo superior no relvado FG. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-063-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-063-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-063-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-063-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-063-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-063-6.png
GK-CMP-064,Adidas F50 League AG #130,Adidas,Velocidade,Club,Chuteiras,AG,19200,Crimson / Bone,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Club desenhada para tração elite e controlo superior no relvado AG. Tamanhos disponíveis do 35 ao 46.,Edição Especial,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-064-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-064-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-064-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-064-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-064-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-064-6.png
GK-CMP-065,Nike Phantom GX 2 IN #136,Nike,Controlo,Academy,Chuteiras,IN,4500,Phantom / Gold,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Academy desenhada para tração elite e controlo superior no relvado IN. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-065-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-065-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-065-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-065-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-065-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-065-6.png
GK-CMP-066,Joma Top Flex Rebound AG #138,Joma,Clássico,Club,Chuteiras,AG,6800,Triple Black,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Club desenhada para tração elite e controlo superior no relvado AG. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-066-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-066-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-066-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-066-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-066-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-066-6.png
GK-CMP-067,Adidas Predator Elite HG #140,Adidas,Precisão,Pro,Chuteiras,HG,15800,Black / Gold,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Pro desenhada para tração elite e controlo superior no relvado HG. Tamanhos disponíveis do 35 ao 46.,Edição Especial,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-067-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-067-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-067-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-067-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-067-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-067-6.png
GK-CMP-068,Adidas F50 League AG #143,Adidas,Velocidade,Elite,Chuteiras,AG,15800,Black / Gold,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Elite desenhada para tração elite e controlo superior no relvado AG. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-068-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-068-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-068-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-068-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-068-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-068-6.png
